[Result Details],,,,,,,,,,,,,,,,,,,,,
2D Batch Result Name,SR-15 endur (150 Nm) - Final Drive Ratio,,,,,,,,,,,,,,,,,,,,
Date Created,3/11/2025 7:09:50 PM,,,,,,,,,,,,,,,,,,,,
Track,2024 Endurance OG,,,,,,,,,,,,,,,,,,,,
Vehicle,SR-15 endur (150 Nm),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
[KPI Values],,,,,,,,,,,,,,,,,,,,,
Engine Thermal Efficiency [%],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tire Rolling Drag [-],0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
Power Scaling Factor [%],100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Aero Scaling Factor [%],100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Grip Scaling Factor [%],100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Mass Lateral Friction [kg],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Load Sensitivity Lateral Friction [-],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Load Sensitivity Longitudinal Friction [-],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gear Ratio Data [-],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gear Shift Points [rpm],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torque Data [N.m],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPM Data [rpm],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
[Vehicle KPIs],,,,,,,,,,,,,,,,,,,,,
Top Speed [km/h],123.3338612,128.0171758,132.5328109,136.9030156,141.136849,145.2236218,149.152449,150.0177444,142.9856626,136.5833195,130.7297487,125.3572933,120.4089791,115.8364862,111.598566,107.659793,103.9895728,100.5613452,97.35194052,94.34105576,91.51082409
Acceleration Time To Speed [27.778 km/h] [s],11.25899597,11.25899597,11.25899597,11.25899597,11.25899597,11.25899597,11.25899597,11.25899597,11.25899597,11.25899597,11.25899597,11.25899597,11.25899597,11.25899597,11.25899597,11.25899597,11.25899597,11.25899597,11.25899597,11.25899597,11.25899597
Acceleration Time For Distance [100 m] [s],12.77265056,12.77265056,12.77265056,12.77265056,12.77265056,12.77265056,12.77265056,12.77265056,12.77265056,12.77265056,12.77265056,12.77265056,12.77265056,12.77265056,12.77265056,12.77265056,12.77265056,12.77265056,12.77265056,12.77265056,12.77265056
Deceleration Time For Speed [27.778 km/h] [s],1.784689761,1.784689761,1.784689761,1.784689761,1.784689761,1.784689761,1.784689761,1.784689761,1.784689761,1.784689761,1.784689761,1.784689761,1.784689761,1.784689761,1.784689761,1.784689761,1.784689761,1.784689761,1.784689761,1.784689761,1.784689761
Deceleration Distance For Speed [27.778 km/h] [m],20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1
